run,turn,assistant_chars,mean_assistant_chars_1_120,median_assistant_chars_1_120,response_budget,model_quantization,sampling_settings,source_artifact
Study 009 L,35,3531,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,36,3931,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,37,4012,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,38,3301,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,39,3755,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,40,4416,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,41,5918,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,42,3573,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,43,4879,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,44,4313,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,45,3953,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,46,3809,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,47,4014,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,48,4836,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,49,5076,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,50,3916,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,51,4086,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,52,4428,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,53,3534,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,54,3092,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,55,1095,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,56,3420,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,57,3386,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,58,2641,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,59,2847,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,60,3486,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,61,4199,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,62,4477,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,63,6497,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,64,4075,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,65,3894,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,66,3479,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,67,4971,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,68,5815,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,69,5752,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,70,4918,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,71,5405,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,72,4471,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,73,4582,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,74,2207,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,75,4650,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,76,4751,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,77,5566,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,78,4777,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,79,4727,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,80,5660,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,81,5093,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,82,5785,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,83,5107,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,84,4209,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,85,4139,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,86,4583,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,87,3569,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,88,3634,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,89,4474,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,90,2261,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,91,3845,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,92,3690,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,93,4843,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,94,3700,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,95,3588,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,96,5254,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,97,3010,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,98,5475,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,99,4578,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,100,2310,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,101,3525,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,102,3253,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,103,3649,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,104,4050,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,105,3669,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,106,3331,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,107,3398,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,108,4086,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,109,4367,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,110,3536,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,111,3581,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,112,229,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,113,116,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,114,513,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,115,336,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,116,783,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
Study 009 L,117,2084,3681.958,3782.000,not recorded at top level,Qwen3.6-27B-UD-Q6_K_XL.gguf,seed=5005; temperature=1.0; top_k=20; top_p=0.949999988079071; min_p=0.0; repeat_penalty=1.0,experiments/study_007/runs/study_007_full_001/condition_c/study.db
